train/bookstore_video1_1.png,671,1011,718,1067,Biker
train/bookstore_video1_1.png,444,1000,477,1072,Pedestrian
train/bookstore_video1_1.png,1382,159,1408,211,Pedestrian
train/bookstore_video1_1.png,1036,838,1088,894,Pedestrian
train/bookstore_video1_1.png,878,1011,920,1058,Biker
train/bookstore_video1_1.png,975,1020,1040,1065,Biker
train/bookstore_video1_1.png,402,1007,426,1070,Pedestrian
train/bookstore_video1_1.png,659,343,705,395,Pedestrian
train/bookstore_video1_1.png,337,775,402,842,Biker
train/bookstore_video1_1.png,367,197,420,251,Biker
train/bookstore_video1_1.png,772,798,815,858,Biker
train/bookstore_video1_1.png,667,1029,707,1067,Biker
train/bookstore_video1_1.png,363,1011,406,1074,Biker
train/bookstore_video1_1.png,1350,818,1416,872,Biker
train/bookstore_video1_1.png,1348,744,1418,793,Pedestrian
train/bookstore_video1_1.png,1019,1031,1078,1074,Biker
train/bookstore_video1_1.png,673,274,718,310,Pedestrian
train/bookstore_video1_1.png,742,305,772,341,Pedestrian
train/bookstore_video1_1.png,1376,301,1420,348,Pedestrian
train/bookstore_video1_1.png,156,759,207,795,Pedestrian
train/bookstore_video1_1.png,361,1036,404,1076,Biker
train/bookstore_video1_1.png,1046,618,1100,672,Pedestrian
train/bookstore_video1_1.png,635,959,683,1009,Biker
train/bookstore_video1_1.png,1350,818,1408,865,Biker
train/bookstore_video1_26.png,671,1011,718,1067,Biker
train/bookstore_video1_26.png,442,1004,475,1074,Pedestrian
train/bookstore_video1_26.png,1382,159,1408,211,Pedestrian
train/bookstore_video1_26.png,1013,840,1064,896,Pedestrian
train/bookstore_video1_26.png,878,1011,920,1058,Biker
train/bookstore_video1_26.png,975,1020,1040,1065,Biker
train/bookstore_video1_26.png,408,1011,432,1072,Pedestrian
train/bookstore_video1_26.png,663,343,709,395,Pedestrian
train/bookstore_video1_26.png,341,705,406,773,Biker
train/bookstore_video1_26.png,355,98,408,152,Biker
train/bookstore_video1_26.png,750,824,793,885,Biker
train/bookstore_video1_26.png,594,1040,633,1076,Biker
train/bookstore_video1_26.png,363,1011,406,1074,Biker
train/bookstore_video1_26.png,1350,818,1416,872,Biker
train/bookstore_video1_26.png,1348,744,1418,793,Pedestrian
train/bookstore_video1_26.png,1019,1031,1078,1074,Biker
train/bookstore_video1_26.png,673,274,718,310,Pedestrian
train/bookstore_video1_26.png,742,305,772,341,Pedestrian
train/bookstore_video1_26.png,1376,301,1420,348,Pedestrian
train/bookstore_video1_26.png,177,762,229,798,Pedestrian
train/bookstore_video1_26.png,361,1036,404,1076,Biker
train/bookstore_video1_26.png,1052,582,1106,636,Pedestrian
train/bookstore_video1_26.png,616,944,663,993,Biker
train/bookstore_video1_26.png,1354,822,1410,869,Biker
train/bookstore_video1_51.png,671,1011,718,1067,Biker
train/bookstore_video1_51.png,442,1004,475,1072,Pedestrian
train/bookstore_video1_51.png,1382,157,1408,209,Pedestrian
